  
CC=CC(=O)OCC(C)C=O 0
CC 1
C=C(C)COOC(=C)C 2
CCCSCCC(=O)OC 3
CCC(=O)OCC=C(C)C 4
CC(=O)OCC=C(C)C 5
CCOS(=O)CCSC 6
CCC=CCCOC(=O)CCCO 7
CC(=O)OCC=C(C)C 8
CCCCCOC(=O)CC(C)C 9
  
CCCCCOC(=O)CCCC 0
CC=CC(=O)OCC(C)C 1
CCCCCCC(=O)CCCC 2
CCC 3
C=CCOC(=O)CC 4
CC(=O)OCC=C(C)C 5
CCCC(C)S 6
CC(C)CCOC(=O)CCCO 7
 8
CCCCC(C)C(=O)CC(C)C 9
  
C=CCOC(=O)CC 0
CC(C)S 1
CC(C)S 2
CCCC(=O)OCSC 3
C=CCOC(=O)CC 4
CCCCCOC(=O)CCCC 5
CC(C)CC1OCC(C)O1 6
CCCC(C)CC(=O)OC 7
CCCCCCOC(=O)C(C)C 8
CC=CC(=O)OCC(C)C 9
  
CCCCC(=O)OCCC(C)C 0
CCCCC(=O)OCCC(C)C 1
CCOCCCOC(=O)C(C)C 2
CCCCCCOCCC 3
CCC=CCCOC(=O)CCCO 4
CCCOC(=O)CC(C)CCC 5
CCOC(=O)CCSC 6
CCCC(S)CCCC(C)=O 7
CCCC(=O)OCCC(S)CCC 8
C[SH](C)CCOCCC=O 9
  
CC(S)CCO 0
CC1(CO)CO1 1
CCC(C)CCC=O 2
CCSS(=O)CCS 3
CC(=O)OCC=C(C)C 4
[Xe] 5
[Xe] 6
[Xe] 7
CC(C)CCOC(=O)CC(C)C 8
CC(=O)OCC=C(C)C 9
  
[Xe] 0
C=CCOC(=O)CC 1
CC(C)C 2
CC(C)CC1OCC(C)O1 3
CC(C)CCOC(=O)CCCO 4
CCCC(C)SOC(=O)CC 5
CC=CC(=O)OCC(C)C 6
C=CCOC(=O)CC 7
C=CCOC(=O)CC 8
CCOCCOC(=O)CC 9
  
C=CCOC(=O)CC 0
CCCCCCC(=O)OCCC 1
CC=CC(=O)OCC(C)C 2
CC=CC(=O)OCC(C)C 3
CCCCC(=O)OCCC(C)C 4
CC 5
CCCC(C)SCC(C)CC 6
CC(C)S 7
CC(C)C 8
CCCSCC 9
  
[Xe] 0
C=CC 1
CC(C)CCOC(=O)CCCO 2
CCOCC(=O)OCCC(C)C 3
[Xe] 4
CCCCCOC(=O)CC(C)C 5
CC(C)(C)S 6
CCCCCCC(=O)OC(C)C 7
CCCCCCOC(=O)C(C)C 8
CCCCCC 9
  
CCOC(=O)CCSC 0
CCC=CCCOC(=O)CCCC 1
CC(C)CC1OCC(C)O1 2
C=CCOC(=O)CC 3
CCCCCCCC(=O)CCC 4
CCOCCCC(=O)CC(C)CC 5
CC(C)CCOC(=O)CC(C)C 6
CCC=CCCOC(=O)CCCC 7
CCC(=O)O 8
[Xe] 9
  
C=C(C)CCc1ccc(O)cc1 0
CCC(C)COC(=O)CCCO 1
C=C(COCC(C)C)OO 2
CCCCCCC(=O)OC(C)C 3
[Xe] 4
CCOCCCOC(=O)C(C)C 5
[Xe] 6
CCCC(C)CC(=O)OC 7
CCC=CCCOC(=O)CCCC 8
[Xe] 9
