  
CC(CC=O)CC(C)(C)C 0
CC(CC=O)CC(C)(C)C 1
C=C(C)CCCC(C)CCOC(C)=O 2
CC(C)=CCCC(C)C=O 3
C=CC(C)=CCC=C(C)C 4
CSSC 5
CC(C)=CCCC(C)CC=O 6
C=CC(=C)CCCC(C)(C)O 7
CC1=CCC2C(C1)C2(C)C 8
CCCCCCCCCCC=CC=O 9
  
SCS 0
CC(=O)CCC=C(C)C 1
CCc1cccnc1 2
C=C(O)C(=O)OCC 3
CCCCCCCCCCC=CC=O 4
CCCCCCCC(=O)CC 5
CCCCCCCCCC(OC)OC 6
CCOC(=O)CSC 7
CC(C)=CCCC(C)CC=O 8
Cc1ccc(C(C)(C)O)cc1 9
  
CCC=CCC=CC=CC=O 0
C=CC(C)=CCC=C(C)C 1
[Xe] 2
CCC(C)CCC=O 3
CCC=CCC=CC=CC=O 4
CC(C)=CCCC(C)CC=O 5
CCCCCC=CC=CC=O 6
CC(C)=CCCC(C)CC(C)(C)O 7
CC(C)=CCCC(C)C=O 8
CC(C)=CCCC(C)CC=O 9
  
CCc1cccnc1 0
C=CC(=C)CCCC(C)(C)O 1
CCOC(=O)CSC 2
Cc1ccc(C(C)C)cc1 3
CC(C)=CCCC(C)CC(C)(C)O 4
CCSCCC=CC=CC=O 5
CC1=CCC(C(C)(C)O)CC1 6
CC1=CC=C(C(C)C)CC1 7
CC(C)=CCCC(C)CC(C)(C)O 8
CC(=O)CCC=C(C)C 9
  
CSCS 0
CCCC=O 1
CCCC=O 2
CCCCCCC=O 3
C=CC(C)=CCC=C(C)C 4
CC(C)=CCCC(C)CC=O 5
CC=CCCCCCCCC=O 6
Cc1ccc(C(C)(C)O)cc1 7
Cc1ccc(C(C)(C)O)cc1 8
CC(C)CCCC(C)CCO 9
  
C=CC1(C)CCC(O)C(C)(C)O1 0
CC(=O)OCCC(C)CCC=C(C)C 1
CC=CCCCC(C)=CCO 2
SC1CCCC1 3
CCCCCCCSCS 4
C=CC(C)=CCC=C(C)C 5
CC(C)=CCCC(C)CC=O 6
C=CC1(C)CCC(O)C(C)(C)O1 7
SC1CCCC1 8
CC(=O)CCC=C(C)C 9
  
CCCCCC=CCCC=O 0
CC(C)=CCCC(C)=CCO 1
CCCCCCC=O 2
CCc1c[nH]ccc1=NC 3
CCc1cccnc1 4
CCCCCCCCCOC(=O)CC(C)C 5
CCCCCCCCCC=CC=O 6
CCOC(=O)CSC 7
CC(C)=CCCC(C)CC=O 8
C=CC(=C)CCCC(C)(C)O 9
  
CCCCCCCC=CC(=O)OCCCC 0
CCCCCCCCCCCCC=O 1
CC1=CC=C(C(C)C)CC1 2
CCOC(=O)CSC 3
CC(C)CCCC(C)CCO 4
CC1=CCC(C(C)C)C=C1 5
CCCCCCCC(=O)CC 6
SC1CCCC1 7
C=CC(C)=CCC=C(C)C 8
C=CC(C)=CCC=C(C)C 9
  
C=CC(C)CCCC(C)(C)O 0
CC(C)=CCCC(C)CC=O 1
CCc1cccnc1 2
CCCCCC=CCO 3
CC1=CCC2C(C1)C2(C)C 4
CCC=CCCC=CC=O 5
CC=CCCCCCCCC=O 6
CCCCCCCCCCCO 7
CC(C)=CCCC(C)C=O 8
CCCCCCCCCCCCC=O 9
  
CCCCCCCC(=O)CC 0
O=CC=CCCC1CCCCCC1 1
CCCC=O 2
CCCCCCCCCC(C)C=O 3
CC(C)=CCCC(C)CC=O 4
CCCCCCCCCCC=O 5
[Xe] 6
[Xe] 7
CC(C)=CCCC(C)C=O 8
CSSC 9
