  
CC(=O)c1ccc(C(C)C)cc1 0
C=C1C2CCC(C2)C(C)CC1N=C(C)C 1
Cc1cccc(C)n1 2
CC1=CC2CC=C(C)C2C(C)(C(C)C)C1 3
CCc1cnccn1 4
CCCCN=C=S 5
C=C1CCC2CC1C2(C)C 6
CC1=CC=C(C(C)C)CC1 7
CC1=CC(=O)CC(C)(C)C1=O 8
[Xe] 9
  
CC1=CC(=O)CC(C)(C)C1 0
CCc1ncc(C)nc1CC 1
CC(C)=CCCC(C)C=O 2
CC1=C(N=CC(C)O)C(C)(C)CCC1 3
O=Cc1ccco1 4
CC(C)c1cccc(O)c(=O)c1 5
CCCC(C)=O 6
CCCCCC1=C(C)CCC1=O 7
C=CC(C)(O)CCC=C(C)C 8
CCc1ncc(C)nc1CC 9
  
Cc1cnc(C)cn1 0
O=Cc1ccco1 1
CC(=O)c1ccc(C)cc1C 2
CCc1ncc(C)nc1CC 3
CCCC1=CC(C)C(C=O)C1 4
CCCCCC(O)CC 5
CC12CCC(CC1=O)C2(C)C 6
CCc1cnccn1 7
CCCC(O)CC(=O)OC 8
CCC=CCCC(C)=CCCC(C)=O 9
  
CC(=O)c1ccc(C(C)C)cc1 0
C=C1C(O)CC2CC1C2(C)C 1
CCOC(=O)CSC 2
C=C(C)CCC=C(C)CC(O)=C(C)C 3
CC1=CCC(O)(C(C)C)CC1 4
O=Cc1ccco1 5
CC(=O)OC(C)C=C(C)CCC=C(C)C 6
CC1=CC=C(C(C)C)CC1 7
CC1=CCC2(C(C)C)CC12 8
CC(C)O 9
  
CCCCN=C=S 0
CCCC(O)CC(=O)OC 1
CCCC(O)CC(=O)OC 2
CC(C)=CCCc1ccoc1 3
C=C1C2CCC(C2)C1(C)C 4
Cc1ccc(C(C)C=O)cc1 5
CC(=O)c1ccc(C)cc1C 6
CC(=O)OC(C)C=C(C)CCC=C(C)C 7
[Xe] 8
CCCC(C)=O 9
  
CC1=CC(C)C(C=O)C(C)C1 0
C=C(C)CC1(CCCC)CCC1 1
CCc1ncc(C)nc1CC 2
C=C1C2CCC(C2)C1(C)C 3
CCC(C)C1CCCCC1=O 4
CC 5
CC12CCC(CC1=O)C2(C)C 6
[Xe] 7
O=Cc1ccc(O)cc1 8
CC(C)=CCCc1ccoc1 9
  
C=CC(C)(O)CCC=C(C)CCC=C(C)C 0
Cc1ccc(C(C)C)cc1O 1
Cc1cccc(C)n1 2
CC1(C)CCCC2(C)OC(=O)C=C12 3
Cc1ccc(C(C)C=O)cc1 4
Cc1ccc(C(C)C=O)cc1 5
CCCCN=C=S 6
O=CC=Cc1ccco1 7
CCCC(C)=O 8
O=CC=Cc1ccco1 9
  
CCc1ncc(C)nc1C 0
CC1=CCC(CC=O)C1(C)C 1
CC 2
CC1=CC(=O)CC(C)(C)C1=O 3
CCCC(O)CC(=O)OC 4
CC=Cc1ccc(O)c(OC)c1 5
[Xe] 6
CCCCCC(O)CC 7
CCCCN=C=S 8
[Xe] 9
  
CCOC(=O)CSC 0
CC1=CC=C(C(C)C)CC1 1
CCCCCC(C)=O 2
C=CC(C)=CCC=C(C)C 3
CC(C)=CCCC(C)C=O 4
CC(=O)c1ccc(C)cc1C 5
O=Cc1ccc(O)cc1 6
Cc1cccc(C)n1 7
CC(=O)c1ccc(C)cc1C 8
CC1CCC(=O)O1 9
  
CC 0
Cc1cccc(C)n1 1
C=CC(C)(O)CCC=C(C)CCC=C(C)C 2
CCCCCC(C)=O 3
C=CCCC(O)CC(=O)OC 4
CCCCCC(C)(O)CC 5
[Xe] 6
O=Cc1ccc(O)cc1 7
CCOC(=O)CSC 8
CC12CCCCC(C1)C(O)C2 9
